speaker,title,date,photo,photo1
Aliya Shaikh & Vinita Shadangi | Amazon Web Services,Securing AWS environments with HashiCorp Vault: From basics to best practices,"February 20, 2025 | 22:55 GMT",input/2025/images/Aliya_Shaikh.jpg,input/2025/images/Vinita_Shadangi.png
Dr. Rahul Gaikwad & Nicolas Gumina | Amazon Web Services,Strengthen AWS infrastructure security using Sentinel policies in Terraform,"February 21, 2025 | 4:45 GMT",input/2025/images/Dr._Rahul_Gaikwad.jpg,input/2025/images/Nicolas_Gumina.png
