speaker,title,date,photo
Jubril Oyetunji,From Chaos to Consistency: Building Reliable Environments with Packer and Terraform,18 May 2023 | 10:05,input/africa/images/Jubril_Oyetunji.jpg
Great Umegbewe,From Chaos to Consistency: Building Reliable Environments with Packer and Terraform,18 May 2023 | 10:05,input/africa/images/Great_Umegbewe.jpeg
Basil Ndonga,Building Scalable Infrastructure using GitOps with Terraform on GCP,18 May 2023 | 12:35,input/africa/images/Basil_Ndonga.jpg
