speaker,title,date,photo
Gonzalo Rocamador,Gestionar reglas de runtime Falco como código con Sysdig y Terraform,18 de enero | 11:35,input/espana/images/Gonzalo_Rocamador.jpeg
Iñaki Respaldiza,Simplificando el Desarrollo de Aplicaciones Modernas con Terraform y Okteto,18 de enero | 11:50,input/espana/images/Inaki_Respaldiza.jpeg
