speaker,title,date,photo
Antonio Moreno,"The good, the bad, and the Catálogo de Servicios",18 de enero | 10:35,input/espana/images/Antonio_Moreno.jpg
Julia Lamenza,Utilización y reutilización de módulos con Terraform,18 de enero | 11:05,input/espana/images/Julia_Lamenza.jpg
Jonás Delgado Mesa,Vault: are only the secrets ephimerals? I don't think so...,18 de enero | 12:20,input/espana/images/Jonas_Delgado_Mesa.jpg
