speaker,title,date,photo,photo1
Julia Lamenza & Paula Santos,Terraform x FinOps: Una alianza de valor,16 de enero 2025 | 14:50,input/america_latina/images/julia_lamenza.jpg,input/america_latina/images/paula_santos.jpg
