speaker,title,photo
Chris van Meer,How to deploy your HashiCorp stack with Ansible under 15 minutes,input/benelux/images/Chris_van_Meer.jpg
Bram Vogelaar,Easy Cloud Native Transformation with Nomad,input/benelux/images/Bram_Vogelaar.png
