speaker,title,date,photo,photo1
Dr. Rahul Gaikwad & Ishwar Chauthaiwale,Integration of Terraform Cloud with AWS Service Catalog,14 December 2023 | 11:50 am,input/india/images/Dr._Rahul_Gaikwad.png,input/india/images/Ishwar_Chauthaiwale.jpeg
Dr. Rahul Gaikwad & Tamilselvan Prakasam,Deploy the security automations for AWS WAF solution by using Terraform,14 December 2023 | 10:50 am,input/india/images/Dr._Rahul_Gaikwad.png,input/india/images/Tamilselvan_Prakasam.jpg
