speaker,title,date,photo,photo1
Ryotaro Chiba & Ryosei Kuramoto,Terraform Cloud の導入施策3選 ～社内自動化推進チームがエンジニアの負担を減らす～,2023 年 9 月 14 日 | 10:05,input/japan/images/Ryotaro_Chiba.jpg,input/japan/images/Ryosei_Kuramoto.jpg
Issei Hiraoka & Naoki Tochizawa,動的クレデンシャルで Terraform Cloud から Google Cloud を楽に＆安全に利用しよう,2023 年 9 月 14 日 | 10:35,input/japan/images/Issei_Hiraoka.jpg,input/japan/images/Naoki_TochizawaTocchy.jpg
