speaker,title,date,photo
Jukiya Shimakawa,Terraform を抽象化し環境構築の工数を削減する取り組みについて,2023 年 9 月 14 日 | 11:05,input/japan/images/Jukiya_Shimakawa.png
Yossy Sakai,Vault エージェントを使ってサーバー証明書管理の自動化を実現！,2023 年 9 月 14 日 | 12:20,input/japan/images/Yossy_Sakai.jpg
