speaker,title,date,time,photo
Dan Norris | Cosmonic,Running Cilium with Nomad,"February 16, 2023",17:45,input/2023/images/Dan_Norris.jpg
Issac Goldstand | Being Myself,Terraform for Platform Teams,"February 17, 2023",8:55,input/2023/images/Issac_Goldstand.jpg
Juan Herreros Elorza | Banking Circle,"Self-service Infrastructure as Code: People, process, product","February 16, 2023",15:35,input/2023/images/Juan_Herreros_Elorza.png
John McDonough | Fortinet,Advanced Terraform Techniques,"February 16, 2023",16:45,input/2023/images/John_McDonough.jpg
Marcelo Zambrana | Microsoft,Multi-Cloud Image Pipeline,"February 16, 2023",18:45,input/2023/images/Marcelo_Zambrana.png
Marko Bevc | Head of Consultancy,Using HCP Waypoint,"February 17, 2023",10:55,input/2023/images/Marko_Bevc.jpg
Norbert Gruszka | Adfinis,Consul Dataplane on Kubernetes,"February 17, 2023",6:45,input/2023/images/Norbert_Gruszka.jpg
"Pato Arvizu | ASAPP, Inc",HCP Boundary at Home,"February 17, 2023",11:25,input/2023/images/Pato_Arvizu.jpg
Tom Howarth | CSI Ltd,"An Introduction to ""Packering""","February 16, 2023",12:35,input/2023/images/Tom_Howarth.png
