speaker,title,date,photo
Welly Siauw,Why your next Terraform module should have Terraform test included,25 April 2024 | 10:35,input/indonesia/images/Welly_Siauw.jpg
Ananda Dwi Rahmawati,Don't repeat yourself: Building reusable Terraform modules,25 April 2024 | 10:05,input/indonesia/images/Ananda_Dwi_Rahmawati.png
Drestanto Muhammad Dyasputro,Why DevOps is the norm in a rapidly changing world,25 April 2024 | 10:20,input/indonesia/images/Drestanto_Muhammad_Dyasputro.jpg
Nyoman Wira Prasetya,Service resiliency: Self healing & auto remediation,25 April 2024 | 11:20,input/indonesia/images/Nyoman_Wira_Prasetya.jpg
Ridwan Fadjar,Development toolbelt for building Terraform module,25 April 2024 | 10:50,input/indonesia/images/Ridwan_Fadjar.jpg
