speaker,title,date,photo
Brian Flad,A New Ecosystem for API Specification to Terraform Provider Code,August 9 | 10:05 AM,input/build/images/Brian_Flad.jpg
Rotem Tamir,Introducing Atlas DDL: An HCL-based Language for Database Schemas,August 10 | 10:05 AM,input/build/images/Rotem_Tamir.jpg
Tom Straub,TFx a standalone CLI for Terraform Enterprise and Terraform Cloud,August 10 | 11:20 AM,input/build/images/Tom_Straub.jpg
Justin DeFrank,Terraform Provider Contributions: Do's and Don'ts for Success,August 10 | 12:20 PM,input/build/images/Justin_DeFrank.jpg
