speaker,title,date,photo,photo1
Rati Ranjan & Sunil Khandelwal,Vault - Secret manager for Databricks pipelines,22 May 2024 | 12:20 PM,input/secure/images/rati_ranjan.jpg,input/secure/images/sunil_khandelwal.jpg
