speaker,title,date,time
Andrei Buzoianu & Elif Samedin,Exploring and Provisioning Infrastructure with Packer,"February 17, 2023",9:55
Anubhav Mishra & Josh Freda | HashiCorp,Scaling HashiCorp's Writing Culture with Internal Tooling,"February 16, 2023",23:55
Bram Vogelaar & Fokke Dekker | seaplane.io,Writing Your First Waypoint Deploy Plugin,"February 16, 2023",14:35
Phuong Le & Thang Chung | NashTech Vietnam Company,Hybrid Microservices with HashiCorp Stack,"February 17, 2023",3:35
