speaker,title,date,photo
Rory Malcolm,"Terraform aware - How to build an IaC flow that works alongside, not against, your dashboard UX","July 24, 2024 | 10:05 AM",input/build/images/rory_malcolm.jpg
Armagan Karatosun,Terraforming Earth: How Terraform bridges the multi-cloud gap for the Earth Observation community,"July 24, 2024 | 12:35 PM",input/build/images/armagan_karatosun.jpg
