speaker,title,date,photo
Shohei Aoki,悩みに悩んだTerraform ディレクトリ & Module 構成のアレコレ,14 November 2024 | 10:20,input/japan/images/shohei_aoki.jpg
Yuta Higuchi,トヨタCCoEが語る、 HCP Terraform で加速する IaC の展開,14 November 2024 | 10:35,input/japan/images/yuta_higuchi.png
Kodai Sakabe,Terraform のための Azure Verified Modules を使った IaC のモジュール戦略,14 November 2024 | 13:05,input/japan/images/kodai_sakabe.png
檜山 準,Terraform CI/CD パイプラインにおける AWS CodeCommit の代替手段,14 November 2024 | 12:50,input/japan/images/kuai_shan_zhun.jpg
